author,comment_count,id,is_kongu_related,is_palladam_related,like_count,nlp_sentiment,nlp_sentiment_score,nlp_trend_score,parent_id,parties_mentioned,platform,reaction_count,region,reply_count,retweet_count,source,text,timestamp,title,type,url,view_count
,,754130775f9a2305,False,,,positive,0.6822,0.0,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,"* Singham , the Leader, single handedly makes the difference!…  See more",2026-03-30T21:59:38.935607,,post,https://www.facebook.com/search/posts?q=kongu%20admk%20OR%20kongu%20aiadmk%20OR%20kongu%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,54014124fe6143dc,False,,,neutral,0.6549,0.0,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,2. Northern Belt: Vanniar consolidation has happen…  See more,2026-03-30T21:59:38.932553,,post,https://www.facebook.com/search/posts?q=kongu%20admk%20OR%20kongu%20aiadmk%20OR%20kongu%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,70f566db73ff9e09,False,,,positive,0.5725,0.0,,"dmk,admk",facebook,,tamil_nadu_general,,,scrapy_facebook_search,"GREEN SHOOTS RISE FOR THE LOTUS IN TAMIL NADU LOCAL BODY ELECTIONS * Singham , the Leader, single handedly makes the difference!…  See more",2026-03-30T21:59:38.932553,,post,https://www.facebook.com/search/posts?q=kongu%20admk%20OR%20kongu%20aiadmk%20OR%20kongu%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,2769abef5b8e92ce,False,,,positive,0.5124,0.0,,"dmk,admk",facebook,,tamil_nadu_general,,,scrapy_facebook_search,GREEN SHOOTS RISE FOR THE LOTUS IN TAMIL NADU LOCAL BODY ELECTIONS,2026-03-30T21:59:38.932553,,post,https://www.facebook.com/search/posts?q=kongu%20admk%20OR%20kongu%20aiadmk%20OR%20kongu%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,77869dd660cf863a,False,,,neutral,0.6703,0.0,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,"My take on what the result of the  #TamilNaduElections  could be. This is based on hundreds of conversations with people across the State including politicians, journalists and public over the last 5 days. The feedback I got is in this thread...  #tamilnaduelection2021",2026-03-30T21:59:38.931274,,post,https://www.facebook.com/search/posts?q=kongu%20admk%20OR%20kongu%20aiadmk%20OR%20kongu%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,fb43cf4509e54f56,False,,,positive,0.8345,1.3953,,"dmk,admk",facebook,,chennai,,,scrapy_facebook_search,1.Chennai:DMK seems headed for a comfortable win. AIADMK will be happy if they get more than 3-4 seats out of the 16.,2026-03-30T21:59:38.931274,,post,https://www.facebook.com/search/posts?q=kongu%20admk%20OR%20kongu%20aiadmk%20OR%20kongu%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,a581b1b50e5ff7b7,False,,,positive,0.5615,1.3953,,"dmk,admk",facebook,,chennai,,,scrapy_facebook_search,"My take on what the result of the  #TamilNaduElections  could be. This is based on hundreds of conversations with people across the State including politicians, journalists and public over the last 5 days. The feedback I got is in this thread...  #tamilnaduelection2021 1.Chennai:DMK seems headed for a comfortable win. AIADMK will be happy if they get more than 3-4 seats out of the 16.  2. Northern Belt: Vanniar consolidation has happen…  See more",2026-03-30T21:59:38.929237,,post,https://www.facebook.com/search/posts?q=kongu%20admk%20OR%20kongu%20aiadmk%20OR%20kongu%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,a9d3ec87f9fb736f,False,,,negative,0.6976,0.0,,"dmk,admk",facebook,,tamil_nadu_general,,,scrapy_facebook_search,"Thiru Kamal Haasan, Member of Parliament Raises Voter Inconvenience due to SIR in Tamil Nadu at the Parliament Floor Leaders’ Meeting ahead of the Budget Session 2026.…  See more",2026-03-30T21:59:25.204826,,post,https://www.facebook.com/search/posts?q=erode%20admk%20OR%20erode%20dmk,
,,d0c94b59ecdb8ef0,False,,,negative,0.4657,0.9302,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,"*A Leader of Action: MK Stalin's Commitment to DMK and Alliance Partners* I wholeheartedly appreciate MK Stalin, the Chief Minister and President of DMK, for his tireless work ethic and perseverance. Despite facing criticism from certain quarters, including some leaders from the Bharatiya Janata Party, who have compared him unfavorably to Dr.Kalaigner ( Stalin is more dangerous than Kalaigner ?? By H.Raja ??  I can say that Stalin is…  See more",2026-03-30T21:59:25.204302,,post,https://www.facebook.com/search/posts?q=erode%20admk%20OR%20erode%20dmk,
,,d6d2e7e90a00f7c2,False,,,neutral,0.798,0.9302,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,*A Leader of Action: MK Stalin's Commitment to DMK and Alliance Partners*,2026-03-30T21:59:25.204826,,post,https://www.facebook.com/search/posts?q=erode%20admk%20OR%20erode%20dmk,
,,dd398577a27dba0a,False,,,negative,0.395,0.9302,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,"I wholeheartedly appreciate MK Stalin, the Chief Minister and President of DMK, for his tireless work ethic and perseverance. Despite facing criticism from certain quarters, including some leaders from the Bharatiya Janata Party, who have compared him unfavorably to Dr.Kalaigner ( Stalin is more dangerous than Kalaigner ?? By H.Raja ??  I can say that Stalin is…  See more",2026-03-30T21:59:25.204826,,post,https://www.facebook.com/search/posts?q=erode%20admk%20OR%20erode%20dmk,
,,454cca4aada4e7fc,False,,,neutral,0.877,0.0,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,My colum on Katchatheevu published today’s  (7-6-2025)Pioneer - New Delhi edtion…  See more,2026-03-30T21:59:25.203304,,post,https://www.facebook.com/search/posts?q=erode%20admk%20OR%20erode%20dmk,
,,620f7f7e0de04613,False,,,neutral,0.8005,0.0,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,Periyar Sunlight Portrait Art  …  See more,2026-03-30T21:59:25.202299,,post,https://www.facebook.com/search/posts?q=erode%20admk%20OR%20erode%20dmk,
,,576c25c0a30a49a8,True,,,negative,0.4917,0.0,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,Rahul's dilemma…  See more,2026-03-30T21:59:08.519786,,post,https://www.facebook.com/search/posts?q=tiruppur%20dmk%20OR%20tiruppur%20admk,
,,d02e05d55e50ad84,True,,,negative,0.4763,0.0,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,மக்களே இவர் சொல்வது கேளுங்க தலை சுத்துது. உண்மையா. உங்க kitta விட்ருறேன். Bad or good... முடிவு. உங்கள் மனசாட்சி,2026-03-30T21:59:08.519786,,post,https://www.facebook.com/search/posts?q=tiruppur%20dmk%20OR%20tiruppur%20admk,
,,d33d308782c40ea4,True,,,neutral,0.5575,0.0,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,Vaiko's Epic Flip-Flop. …  See more,2026-03-30T21:59:08.519786,,post,https://www.facebook.com/search/posts?q=tiruppur%20dmk%20OR%20tiruppur%20admk,
,,8849e66db980fd1f,True,,,negative,0.6108,0.0,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,கனிம வள கொள்ளையடித்தது பத்தாது 5 கோடி கொடு,2026-03-30T21:59:08.519786,,post,https://www.facebook.com/search/posts?q=tiruppur%20dmk%20OR%20tiruppur%20admk,
,,77ca8055704e4324,True,,,negative,0.5783,0.4651,,"dmk,admk,tvk",facebook,,unknown,,,scrapy_facebook_search,கடவுளே பாவம் செய்த இந்த குழந்தையாகிய என்னை மன்னியும்   | Comment If Yes Or No |  #tvk …  See more,2026-03-30T21:59:08.519786,,post,https://www.facebook.com/search/posts?q=tiruppur%20dmk%20OR%20tiruppur%20admk,
,,f3ad44176fd62a51,True,,,negative,0.6728,0.0,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,கடவுளே பாவம் செய்த இந்த குழந்தையாகிய என்னை மன்னியும்   | Comment If Yes Or No |,2026-03-30T21:59:08.519786,,post,https://www.facebook.com/search/posts?q=tiruppur%20dmk%20OR%20tiruppur%20admk,
,,06f75549a7d4f615,,True,,,,,,"dmk,admk,tvk",facebook,,unknown,,,scrapy_facebook_search,#tamil   #tamilcinema   #tamilreels   #tamilnadupolitics   #tvk   #TVKVijay   #tvkvijayspeech   #TamilNews   #TamilnaduNews   #tamilcomedy,2026-03-30T21:24:53.595173,,post,https://www.facebook.com/search/posts?q=palladam%20admk%20OR%20palladam%20aiadmk%20OR%20palladam%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,07f24d3e56e743e6,,True,,,,,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,#ADMK   #dmk …  See more,2026-03-30T21:24:53.595173,,post,https://www.facebook.com/search/posts?q=palladam%20admk%20OR%20palladam%20aiadmk%20OR%20palladam%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,591e24e6a69048c7,True,,,neutral,0.4309,0.0,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,லைக் பட்டனை தட்டி விடுங்க நண்பர்களே.,2026-03-30T21:59:08.518739,,post,https://www.facebook.com/search/posts?q=tiruppur%20dmk%20OR%20tiruppur%20admk,
,,bc4e4c3f792d204b,True,,,neutral,0.7915,0.0,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,Who's Most Trustable Politician?…  See more,2026-03-30T21:59:08.518739,,post,https://www.facebook.com/search/posts?q=tiruppur%20dmk%20OR%20tiruppur%20admk,
,,ca3a48c22ef60dbe,,True,,,,,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,பழம் அழுகி பால்டாயிலில் விழுந்த தருணம்  # …  See more,2026-03-30T21:37:43.747218,,post,https://www.facebook.com/search/posts?q=palladam%20admk%20OR%20palladam%20aiadmk%20OR%20palladam%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,3d67c54ce7c608f4,,True,,,,,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,பழம் அழுகி பால்டாயிலில் விழுந்த தருணம்,2026-03-30T21:37:43.747218,,post,https://www.facebook.com/search/posts?q=palladam%20admk%20OR%20palladam%20aiadmk%20OR%20palladam%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,94266e914d88b0b1,,True,,,,,,"dmk,admk",facebook,,tamil_nadu_general,,,scrapy_facebook_search,"To those opposing the Government of Tamil Nadu’s firm stand against Hindi imposition and the slow erosion of India’s linguistic diversity, let’s set the record straight…  See more",2026-03-30T21:24:53.580992,,post,https://www.facebook.com/search/posts?q=palladam%20admk%20OR%20palladam%20aiadmk%20OR%20palladam%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,442a28d7e6c21e65,,True,,,,,,"dmk,admk,tvk",facebook,,tamil_nadu_general,,,scrapy_facebook_search,Cm sleeping is this Bihar UP or mother Tamil Nadu. Save Tn.  #TamilNews   #tamilnewsupdates   #tamil   #tamilcinema   #tvk   #DMK4TN Is this Bihar or UP .  Cm is sleeping with the police department. Save Tamilnadu. #tamil   #tamilcinema   #tamilreels   #tamilnadupolitics   #tvk   #TVKVijay   #tvkvijayspeech   #TamilNews   #TamilnaduNews   #tamilcomedy   #ADMK   #dmk …  See more,2026-03-30T21:24:53.592166,,post,https://www.facebook.com/search/posts?q=palladam%20admk%20OR%20palladam%20aiadmk%20OR%20palladam%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,a737030d636d3964,,True,,,,,,"dmk,admk,tvk",facebook,,tamil_nadu_general,,,scrapy_facebook_search,Cm sleeping is this Bihar UP or mother Tamil Nadu. Save Tn.  #TamilNews   #tamilnewsupdates   #tamil   #tamilcinema   #tvk   #DMK4TN,2026-03-30T21:24:53.594168,,post,https://www.facebook.com/search/posts?q=palladam%20admk%20OR%20palladam%20aiadmk%20OR%20palladam%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,3d64e06519ece640,,True,,,,,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,Is this Bihar or UP .,2026-03-30T21:24:53.594168,,post,https://www.facebook.com/search/posts?q=palladam%20admk%20OR%20palladam%20aiadmk%20OR%20palladam%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,36e5ce6533fb6ffa,,True,,,,,,"dmk,admk",facebook,,tamil_nadu_general,,,scrapy_facebook_search,Cm is sleeping with the police department. Save Tamilnadu.,2026-03-30T21:24:53.594168,,post,https://www.facebook.com/search/posts?q=palladam%20admk%20OR%20palladam%20aiadmk%20OR%20palladam%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,0a64d76d558dde2e,,True,,,,,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,BREAKING NOWWWW   தமிழ்நாடு 2026: அடுத்த CM யாரு ???  DMK…  See more,2026-03-30T21:24:53.579478,,post,https://www.facebook.com/search/posts?q=palladam%20admk%20OR%20palladam%20aiadmk%20OR%20palladam%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,a3d1425aa9e40f93,,True,,,,,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,BREAKING NOWWWW   தமிழ்நாடு 2026: அடுத்த CM யாரு ???,2026-03-30T21:24:53.579985,,post,https://www.facebook.com/search/posts?q=palladam%20admk%20OR%20palladam%20aiadmk%20OR%20palladam%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,0429a79199731cd0,True,,,neutral,0.6646,0.0,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,தமிழ்நாட்டு மக்களே …  See more,2026-03-30T21:59:08.516194,,post,https://www.facebook.com/search/posts?q=tiruppur%20dmk%20OR%20tiruppur%20admk,
,,c65346b2e5361939,True,,,positive,0.7477,0.0,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,Seeman's kind-hearted people @Seeman4TN  His words are 100% true  We must …  See more,2026-03-30T21:59:08.516194,,post,https://www.facebook.com/search/posts?q=tiruppur%20dmk%20OR%20tiruppur%20admk,
,,5c072547b0d9e459,True,,,positive,0.822,0.0,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,Seeman's kind-hearted people @Seeman4TN,2026-03-30T21:59:08.516194,,post,https://www.facebook.com/search/posts?q=tiruppur%20dmk%20OR%20tiruppur%20admk,
,,d36717c96233eb92,True,,,positive,0.4921,0.0,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,His words are 100% true,2026-03-30T21:59:08.516194,,post,https://www.facebook.com/search/posts?q=tiruppur%20dmk%20OR%20tiruppur%20admk,
,,09ba20c48b07c294,True,,,negative,0.4719,0.0,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,இவர் இவ்வளவு கோபமா சொல்லுகிறார் சரியா. மக்களே உங்கல் மனசு தெளிவா இருக்கும். இவர் bad or good.... நீங்க தான் சொல்லணும்,2026-03-30T21:59:08.516194,,post,https://www.facebook.com/search/posts?q=tiruppur%20dmk%20OR%20tiruppur%20admk,
,,0e375a10a72641b8,True,,,positive,0.5742,0.0,,,facebook,,coimbatore,,,scrapy_facebook_search,அரசியல் ரீதியாக 'கோவையின் மகள்' என்று சொல்லும் போது மகிழ்ச்சியாக உள்ளது..  #kovai   #கோவையின்மகள்   #kongu   #vanathisrinivasan   #vanathibjp,2026-03-30T21:58:51.229423,,post,https://www.facebook.com/search/posts?q=kongu,
,,84e6a6cc70c5c9a5,False,,,positive,0.4339,0.0,,,facebook,,unknown,,,scrapy_facebook_search,GV Prakash sir Unga Periya Fan Sir @gvprakash @kenkarunaas …  See more,2026-03-30T21:58:51.229423,,post,https://www.facebook.com/search/posts?q=kongu,
,,6e200bbd0043366b,False,,,positive,0.868,0.0,,,facebook,,the_nilgiris,,,scrapy_facebook_search,"Moddy's  Bakers. - Ooty Must Try Place for Hot Chocolates, Tea, Cakes, Pastries & Many more.... Really a Very Nice Place, Well Trained Staff's & Good Atmosphere....",2026-03-30T21:58:51.228420,,post,https://www.facebook.com/search/posts?q=kongu,
,,666dd776d59277ab,False,,,neutral,0.7373,0.0,,,facebook,,the_nilgiris,,,scrapy_facebook_search,Moddy's  Bakers. - Ooty,2026-03-30T21:58:51.228420,,post,https://www.facebook.com/search/posts?q=kongu,
,,4bd103ca18aab219,False,,,neutral,0.6825,0.0,,,facebook,,unknown,,,scrapy_facebook_search,"Must Try Place for Hot Chocolates, Tea, Cakes, Pastries & Many more....",2026-03-30T21:58:51.228420,,post,https://www.facebook.com/search/posts?q=kongu,
,,0eeb71286310ac5c,False,,,positive,0.9315,0.0,,,facebook,,unknown,,,scrapy_facebook_search,"Really a Very Nice Place, Well Trained Staff's & Good Atmosphere....",2026-03-30T21:58:51.228420,,post,https://www.facebook.com/search/posts?q=kongu,
,,d8b3f3d5ca5e32f6,False,,,neutral,0.658,0.4651,,"dmk,admk,tvk",facebook,,tirupattur,,,scrapy_facebook_search,"But instead, he steps into Trichy East & Perambur (Chennai) — the heartlands of the Dravida …  See more",2026-03-30T21:58:42.023928,,post,https://www.facebook.com/search/posts?q=coimbatore%20dmk%20OR%20coimbatore%20admk%20OR%20coimbatore%20tvk,
,,d0bdcc62785d5bdd,False,,,neutral,0.8443,0.4651,,"dmk,admk,tvk",facebook,,unknown,,,scrapy_facebook_search,"DMDK: திமுக, அதிமுக, தவெக... யாருடன் கூட்டணி? தேமுதிகவின் திட்டம் தான் என்ன?…  See more",2026-03-30T21:58:42.023928,,post,https://www.facebook.com/search/posts?q=coimbatore%20dmk%20OR%20coimbatore%20admk%20OR%20coimbatore%20tvk,
,,72aee2be8be8cc36,False,,,neutral,0.4179,0.9302,,"dmk,admk,tvk",facebook,,tirupattur,,,scrapy_facebook_search,"Vijay could have chosen a fan-stronghold like Madurai or a safe rural seat. But instead, he steps into Trichy East & Perambur (Chennai) — the heartlands of the Dravida …  See more",2026-03-30T21:58:42.020457,,post,https://www.facebook.com/search/posts?q=coimbatore%20dmk%20OR%20coimbatore%20admk%20OR%20coimbatore%20tvk,
,,9b4bd9d39dcb043f,False,,,neutral,0.3931,0.4651,,"dmk,admk,tvk",facebook,,madurai,,,scrapy_facebook_search,Vijay could have chosen a fan-stronghold like Madurai or a safe rural seat.,2026-03-30T21:58:42.022932,,post,https://www.facebook.com/search/posts?q=coimbatore%20dmk%20OR%20coimbatore%20admk%20OR%20coimbatore%20tvk,
,,ygUFa29uZ3U%3D,True,,,neutral,0.5,0.0,,,youtube,,coimbatore,,,scrapling_youtube,Title: WEDDING HIGHLIGHTS  | COIMBATORE  | Surendhirakumar ❤️ Ramya ZEROVOLUME PHOTOGRAPHY ™ 9159333394 Channel:          ,2026-04-03T14:44:02.735475,WEDDING HIGHLIGHTS  | COIMBATORE  | Surendhirakumar ❤️ Ramya ZEROVOLUME PHOTOGRAPHY ™ 9159333394,video,https://www.youtube.com/watch?v=kLhJQvwk3Oo&pp=ygUFa29uZ3U%3D,
,,ygUddGlydXBwdXIgZG1rIE9SIHRpcnVwcHVyIGFkbWvSBwkJ2QoBhyohjO8%3D,False,,,neutral,0.5,0.0,,,youtube,,unknown,,,scrapling_youtube,Title: Therthal Payanam | The speech of the Thaveka candidate sparked a fire...the volunteer force cheer... Channel:          ,2026-04-04T02:57:42.074116,Therthal Payanam | The speech of the Thaveka candidate sparked a fire...the volunteer force cheer...,video,https://www.youtube.com/watch?v=CfzKcqqfwJM&pp=ygUddGlydXBwdXIgZG1rIE9SIHRpcnVwcHVyIGFkbWvSBwkJ2QoBhyohjO8%3D,
,,ygUXZXJvZGUgYWRtayBPUiBlcm9kZSBkbWvSBwkJ2QoBhyohjO8%3D,False,,,neutral,0.469,3.0,,"dmk,admk",youtube,,tiruvannamalai,,,scrapling_youtube,Title: Babu Murugavel explained the benefits of the AIADMK regime to Tiruvannamalai with statistics Channel:          ,2026-04-04T02:24:26.648189,Babu Murugavel explained the benefits of the AIADMK regime to Tiruvannamalai with statistics,video,https://www.youtube.com/watch?v=Ugm4aLkm_iU&pp=ygUXZXJvZGUgYWRtayBPUiBlcm9kZSBkbWvSBwkJ2QoBhyohjO8%3D,
,,C4qFcWmouLR,True,,,neutral,0.6846,0.0,,,instagram,,unknown,,,scrapling_instagram,Instagram post about kongu,2026-04-04T02:23:19.161474,,post,https://www.instagram.com/p/C4qFcWmouLR/,
,,Cnorhh3p4_U,True,,,neutral,0.6846,0.0,,,instagram,,unknown,,,scrapling_instagram,Instagram post about kongu,2026-04-04T02:23:19.161474,,post,https://www.instagram.com/p/Cnorhh3p4_U/,
,,DN7b5iziMYp,True,,,neutral,0.6846,0.0,,,instagram,,unknown,,,scrapling_instagram,Instagram post about kongu,2026-04-04T02:23:19.159933,,post,https://www.instagram.com/p/DN7b5iziMYp/,
,,DWi-M1FiSGu,True,,,neutral,0.6846,0.0,,,instagram,,unknown,,,scrapling_instagram,Instagram post about kongu,2026-04-04T02:23:19.158341,,post,https://www.instagram.com/p/DWi-M1FiSGu/,
,,DK102UVMr4y,True,,,neutral,0.6846,0.0,,,instagram,,unknown,,,scrapling_instagram,Instagram post about kongu,2026-04-04T02:23:19.158341,,post,https://www.instagram.com/p/DK102UVMr4y/,
,,C5Qm96IRe3z,True,,,neutral,0.6846,0.0,,,instagram,,unknown,,,scrapling_instagram,Instagram post about kongu,2026-04-04T02:23:19.155927,,post,https://www.instagram.com/p/C5Qm96IRe3z/,
,,DI_Y8Shzbvn,True,,,neutral,0.6846,0.0,,,instagram,,unknown,,,scrapling_instagram,Instagram post about kongu,2026-04-04T02:23:19.155927,,post,https://www.instagram.com/p/DI_Y8Shzbvn/,
,,DUeuXS-E_6q,True,,,neutral,0.6846,0.0,,,instagram,,unknown,,,scrapling_instagram,Instagram post about kongu,2026-04-04T02:23:19.155927,,post,https://www.instagram.com/p/DUeuXS-E_6q/,
,,ygUOdHZrIGRoYXJhcHVyYW0%3D,False,,,neutral,0.6077,1.2075,,tvk,youtube,,unknown,,,scrapling_youtube,Title: Tvk Vijay Speech | Puducherry | A sudden voice from the crowd.. Vijay's immediate reply Channel:          ,2026-04-04T13:49:02.047752,Tvk Vijay Speech | Puducherry | A sudden voice from the crowd.. Vijay's immediate reply,video,https://www.youtube.com/watch?v=iIjiWvNcr1o&pp=ygUOdHZrIGRoYXJhcHVyYW0%3D,
,,ygUPYWRtayBkaGFyYXB1cmFt,False,,,neutral,0.8038,0.0,,,youtube,,unknown,,,scrapling_youtube,Title: BJP | Modi | Annamalai | ``அமித்ஷாவுக்கு பதில் வந்த மோடி’’ - உள்ளே அண்ணாமலை.. என்ன நடந்தது? Channel:          ,2026-04-04T13:48:52.409449,BJP | Modi | Annamalai | ``அமித்ஷாவுக்கு பதில் வந்த மோடி’’ - உள்ளே அண்ணாமலை.. என்ன நடந்தது?,video,https://www.youtube.com/watch?v=hyeEMrsLCZA&pp=ygUPYWRtayBkaGFyYXB1cmFt,
,,ygUOZG1rIGRoYXJhcHVyYW0%3D,False,,,neutral,0.7222,1.2075,,dmk,youtube,,unknown,,,scrapling_youtube,Title: கர்ஜித்து.. பாஜகவை பார்த்து.. ஒரேயொரு கேள்வியை கேட்ட ஸ்டாலின் | MK STALIN | PTD Channel:          ,2026-04-04T13:48:41.183131,கர்ஜித்து.. பாஜகவை பார்த்து.. ஒரேயொரு கேள்வியை கேட்ட ஸ்டாலின் | MK STALIN | PTD,video,https://www.youtube.com/watch?v=DPCnAuEvQH4&pp=ygUOZG1rIGRoYXJhcHVyYW0%3D,
,,ygUTZGhhcmFwdXJhbSBwb2xpdGljcw%3D%3D,False,,,neutral,0.8038,0.0,,,youtube,,unknown,,,scrapling_youtube,Title: BJP | Modi | Annamalai | ``அமித்ஷாவுக்கு பதில் வந்த மோடி’’ - உள்ளே அண்ணாமலை.. என்ன நடந்தது? Channel:          ,2026-04-04T13:48:29.322537,BJP | Modi | Annamalai | ``அமித்ஷாவுக்கு பதில் வந்த மோடி’’ - உள்ளே அண்ணாமலை.. என்ன நடந்தது?,video,https://www.youtube.com/watch?v=hyeEMrsLCZA&pp=ygUTZGhhcmFwdXJhbSBwb2xpdGljcw%3D%3D,
,,ygUTZGhhcmFwdXJhbSBwb2xpdGljc9IHCQnZCgGHKiGM7w%3D%3D,False,,,neutral,0.8584,0.6038,,dmk,youtube,,unknown,,,scrapling_youtube,Title: 🔴LIVE: DMK MP P Wilson Press Meet | திமுக எம்.பி. வில்சன் பரபரப்பு பேட்டி Channel:          ,2026-04-04T13:48:29.337523,🔴LIVE: DMK MP P Wilson Press Meet | திமுக எம்.பி. வில்சன் பரபரப்பு பேட்டி,video,https://www.youtube.com/watch?v=s1mkgXIfCtY&pp=ygUTZGhhcmFwdXJhbSBwb2xpdGljc9IHCQnZCgGHKiGM7w%3D%3D,
,,DWde1tDDDwv,True,,,neutral,0.5126,0.0,,,instagram,,erode,,,scrapling_instagram,Instagram post about erode politics,2026-04-04T14:14:10.618796,,post,https://www.instagram.com/p/DWde1tDDDwv/,
,,DWZMD4PD2sl,True,,,neutral,0.5126,0.0,,,instagram,,erode,,,scrapling_instagram,Instagram post about erode politics,2026-04-04T14:14:10.618796,,post,https://www.instagram.com/p/DWZMD4PD2sl/,
,,DWiieHHEqU-,True,,,neutral,0.5126,0.0,,,instagram,,erode,,,scrapling_instagram,Instagram post about erode politics,2026-04-04T14:14:10.618796,,post,https://www.instagram.com/p/DWiieHHEqU-/,
,,DWq6GIKEw5y,True,,,neutral,0.5126,0.0,,,instagram,,erode,,,scrapling_instagram,Instagram post about erode politics,2026-04-04T14:14:10.618796,,post,https://www.instagram.com/p/DWq6GIKEw5y/,
,,DWlt0O6kyG-,True,,,neutral,0.5126,0.0,,,instagram,,erode,,,scrapling_instagram,Instagram post about erode politics,2026-04-04T14:14:10.618796,,post,https://www.instagram.com/p/DWlt0O6kyG-/,
Sun News,,pvkK1qoz2mw,,True,,,,,,tvk,youtube,,unknown,,,scrapy_youtube,,2026-03-30T21:37:24.586687,பிரதமர் மோடியை விமர்சித்த வியாபாரியை தாக்கிய பாஜகவினர்; பல்லடம் தெற்கு ஒன்றிய பாஜக தலைவர் கைது!,post,https://www.youtube.com/watch?v=pvkK1qoz2mw,8385
Sathiyam News,,9o1JM1KlEow,,True,,,,,,tvk,youtube,,unknown,,,scrapy_youtube,,2026-03-30T21:37:24.586687,TVK Vijay Full Speech | Vijay Latest Speech,post,https://www.youtube.com/watch?v=9o1JM1KlEow,751967
Aadukalam cricket ,,ARyQrb_jEdY,,True,,,,,,tvk,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:24.586687,ZEROS PALLADAM VS  RK 11S | DAMAC TOURNAMENT | #trending #cricket #viralvideo #tvk #viratkholi,post,https://www.youtube.com/watch?v=ARyQrb_jEdY,6167
PuthiyathalaimuraiTV,,8EzON5nVdoc,,True,,,,,,dmk,youtube,,unknown,,,scrapy_youtube,,2026-03-30T21:37:19.339366,🔴LIVE: திமுக மகளிரணி மாநாடு - தொடர் நேரலை | DMK | MK Stalin | Kanimozhi | Udhayanidhi Stalin,post,https://www.youtube.com/watch?v=8EzON5nVdoc,17530
